Employee_ID,Promotion_Base_Readiness_Score_pct,Transfer_Base_Readiness_Score_pct,Reskilling_Base_Readiness_Score_pct,Reskilling_Need_Score_pct,Current_Role_Skill_Coverage_pct,Current_Role_Mandatory_Skill_Coverage_pct,Current_Role_Skill_Gap_Count,Current_Role_Mandatory_Gap_Count,Cross_Functional_Exposure_Score_pct,Overtime_Load_pct,Attendance_Availability_pct,Simulation_Feature_Version,Source_Data_As_Of_Date,Feature_Source
EMP694,94.51,91.06,84.51,100.0,0.0,0.0,5,3,62.5,7.51,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP695,90.1,85.95,83.48,100.0,0.0,0.0,5,3,56.25,15.59,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP696,86.29,80.25,74.92,72.0,22.0,33.33,4,2,50.0,1.73,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP697,83.76,73.14,74.21,92.0,18.0,0.0,4,3,31.25,11.55,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP698,90.09,79.58,75.35,64.0,40.0,33.33,3,2,43.75,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP699,91.31,81.17,56.47,100.0,0.0,0.0,5,3,56.25,9.24,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP700,94.36,88.36,80.86,72.0,20.0,33.33,4,2,62.5,9.24,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP701,82.97,74.86,74.58,36.0,57.0,66.67,2,1,37.5,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP702,81.62,73.29,74.36,72.0,20.0,33.33,4,2,37.5,15.59,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP703,84.04,78.54,75.02,92.0,18.0,0.0,4,3,50.0,10.39,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP704,88.7,86.66,84.01,56.0,55.0,33.33,2,2,50.0,3.46,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP705,77.16,63.5,56.69,72.0,20.0,33.33,4,2,18.75,6.93,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP706,79.34,63.83,56.92,92.0,18.0,0.0,4,3,6.25,10.97,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP707,74.9,67.47,64.35,92.0,15.0,0.0,4,3,43.75,5.77,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP708,74.99,62.55,55.96,44.0,47.0,66.67,3,1,18.75,12.12,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP709,77.92,62.49,59.34,44.0,45.0,66.67,3,1,6.25,0.0,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP710,78.14,60.72,65.47,28.0,78.0,66.67,1,1,0.0,12.12,92.3,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP711,78.54,63.88,63.47,72.0,22.0,33.33,4,2,12.5,0.58,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP712,75.99,64.54,60.51,92.0,15.0,0.0,4,3,25.0,2.89,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP713,81.6,64.84,54.9,100.0,0.0,0.0,5,3,12.5,1.15,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP714,78.78,67.41,46.48,64.0,40.0,33.33,3,2,37.5,2.89,95.4,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP715,78.16,63.68,57.82,72.0,20.0,33.33,4,2,12.5,5.77,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP716,79.9,66.76,56.26,84.0,33.0,0.0,3,3,25.0,8.66,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP717,76.96,61.05,57.7,92.0,18.0,0.0,4,3,6.25,0.0,98.5,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP718,65.78,57.17,56.3,64.0,40.0,33.33,3,2,37.5,5.77,93.8,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP719,66.71,50.87,49.75,72.0,22.0,33.33,4,2,0.0,13.86,96.9,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
EMP720,63.72,50.48,51.91,72.0,22.0,33.33,4,2,6.25,32.33,100.0,1.0,2026-08-01,DERIVED_FROM_EXISTING_HR_DATA
