Historical_Employee_ID,Historical_Employee_Name,Department_ID,Department_Name,Last_Known_Job_Level,Historical_Status,Record_Effective_Date,Record_Purpose
HISTORICAL-EMPLOYEE-0147,Historical Research Employee 0147,DEPARTMENT-016,Research & Development,Mid,Former Employee,2024-11-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0148,Historical HR Employee 0148,DEPARTMENT-001,HR,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0149,Historical HR Employee 0149,DEPARTMENT-001,HR,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0150,Historical HR Employee 0150,DEPARTMENT-001,HR,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0151,Historical HR Employee 0151,DEPARTMENT-001,HR,Mid,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0152,Historical HR Employee 0152,DEPARTMENT-001,HR,Mid,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0153,Historical Finance Employee 0153,DEPARTMENT-002,Finance,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0154,Historical Finance Employee 0154,DEPARTMENT-002,Finance,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0155,Historical Finance Employee 0155,DEPARTMENT-002,Finance,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0156,Historical Finance Employee 0156,DEPARTMENT-002,Finance,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0157,Historical Finance Employee 0157,DEPARTMENT-002,Finance,Senior,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0158,Historical Finance Employee 0158,DEPARTMENT-002,Finance,Mid,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0159,Historical Finance Employee 0159,DEPARTMENT-002,Finance,Mid,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0160,Historical Sales Employee 0160,DEPARTMENT-003,Sales,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0161,Historical Sales Employee 0161,DEPARTMENT-003,Sales,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0162,Historical Customer Employee 0162,DEPARTMENT-004,Customer Support,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0163,Historical Operations Employee 0163,DEPARTMENT-006,Operations,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0164,Historical Operations Employee 0164,DEPARTMENT-006,Operations,Junior,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0165,Historical IT Employee 0165,DEPARTMENT-007,IT,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0166,Historical IT Employee 0166,DEPARTMENT-007,IT,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0167,Historical IT Employee 0167,DEPARTMENT-007,IT,Mid,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0168,Historical IT Employee 0168,DEPARTMENT-007,IT,Junior,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0169,Historical Medical Employee 0169,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0170,Historical Medical Employee 0170,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0171,Historical Medical Employee 0171,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0172,Historical Medical Employee 0172,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0173,Historical Medical Employee 0173,DEPARTMENT-008,Medical Care,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0174,Historical Medical Employee 0174,DEPARTMENT-008,Medical Care,Mid,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0175,Historical Medical Employee 0175,DEPARTMENT-008,Medical Care,Mid,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0176,Historical Medical Employee 0176,DEPARTMENT-008,Medical Care,Mid,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0177,Historical Training Employee 0177,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0178,Historical Training Employee 0178,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0179,Historical Training Employee 0179,DEPARTMENT-009,Training & Development,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0180,Historical Training Employee 0180,DEPARTMENT-009,Training & Development,Junior,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0181,Historical Training Employee 0181,DEPARTMENT-009,Training & Development,Junior,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0182,Historical Administration Employee 0182,DEPARTMENT-010,Administration & Facilities,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0183,Historical Administration Employee 0183,DEPARTMENT-010,Administration & Facilities,Mid,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0184,Historical Administration Employee 0184,DEPARTMENT-010,Administration & Facilities,Junior,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0185,Historical Legal Employee 0185,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0186,Historical Legal Employee 0186,DEPARTMENT-011,Legal & Compliance,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0187,Historical Legal Employee 0187,DEPARTMENT-011,Legal & Compliance,Junior,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0188,Historical Legal Employee 0188,DEPARTMENT-011,Legal & Compliance,Mid,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0189,Historical Legal Employee 0189,DEPARTMENT-011,Legal & Compliance,Mid,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0190,Historical Procurement Employee 0190,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0191,Historical Procurement Employee 0191,DEPARTMENT-012,Procurement & Supply Chain,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0192,Historical Procurement Employee 0192,DEPARTMENT-012,Procurement & Supply Chain,Senior,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0193,Historical Procurement Employee 0193,DEPARTMENT-012,Procurement & Supply Chain,Senior,Former Employee,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
HISTORICAL-EMPLOYEE-0194,Historical Logistics Employee 0194,DEPARTMENT-013,Logistics & Warehouse,Junior,Historical Joiner,2024-12-01,Supports complete 24-month movement history without adding former staff to the active attrition population
