Activity_Date,Department_ID,Department_Name,Actual_Employee_Count,Employees_Available_for_Work,Employees_on_Approved_Leave,Employees_Absent,Total_Overtime_Hours,Open_Position_Count,Critical_Open_Position_Count,Workforce_Availability_Percentage,Data_Refresh_Timestamp,Data_Quality_Status
2026-06-27,DEPARTMENT-005,Engineering,45,36,2,7,8,9,3,80.0,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-006,Operations,45,44,0,1,7,6,2,97.78,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-007,IT,45,41,2,2,7,4,1,91.11,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-008,Medical Care,45,39,1,5,23,10,10,86.67,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-009,Training & Development,45,36,3,6,6,2,0,80.0,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-010,Administration & Facilities,45,36,3,6,10,0,0,80.0,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-011,Legal & Compliance,45,40,0,5,4,0,0,88.89,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-012,Procurement & Supply Chain,45,40,2,3,4,3,1,88.89,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-013,Logistics & Warehouse,45,37,3,5,6,8,2,82.22,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-014,Production & Manufacturing,45,38,0,7,15,11,11,84.44,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-015,Quality Assurance,45,39,1,5,13,5,1,86.67,2026-06-27T18:00:00+05:00,Validated
2026-06-27,DEPARTMENT-016,Research & Development,45,42,0,3,11,7,2,93.33,2026-06-27T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-001,HR,45,37,4,4,9,0,0,82.22,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-002,Finance,45,41,1,3,7,3,1,91.11,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-003,Sales,45,40,0,5,5,7,2,88.89,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-004,Customer Support,45,38,1,6,8,5,1,84.44,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-005,Engineering,45,38,1,6,6,9,3,84.44,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-006,Operations,45,38,2,5,7,6,2,84.44,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-007,IT,45,40,0,5,9,4,1,88.89,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-008,Medical Care,45,37,3,5,14,10,10,82.22,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-009,Training & Development,45,40,0,5,8,2,0,88.89,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-010,Administration & Facilities,45,40,1,4,2,0,0,88.89,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-011,Legal & Compliance,45,41,0,4,5,0,0,91.11,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-012,Procurement & Supply Chain,45,40,2,3,2,3,1,88.89,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-013,Logistics & Warehouse,45,39,0,6,11,8,2,86.67,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-014,Production & Manufacturing,45,35,3,7,13,11,11,77.78,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-015,Quality Assurance,45,40,1,4,16,5,1,88.89,2026-06-28T18:00:00+05:00,Validated
2026-06-28,DEPARTMENT-016,Research & Development,45,39,0,6,9,7,2,86.67,2026-06-28T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-001,HR,45,43,1,1,12,0,0,95.56,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-002,Finance,45,41,2,2,6,3,1,91.11,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-003,Sales,45,40,4,1,6,7,2,88.89,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-004,Customer Support,45,42,0,3,8,5,1,93.33,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-005,Engineering,45,43,2,0,4,9,3,95.56,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-006,Operations,45,41,1,3,10,6,2,91.11,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-007,IT,45,41,2,2,6,4,1,91.11,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-008,Medical Care,45,41,3,1,15,10,10,91.11,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-009,Training & Development,45,45,0,0,10,2,0,100.0,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-010,Administration & Facilities,45,41,4,0,9,0,0,91.11,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-011,Legal & Compliance,45,43,2,0,5,0,0,95.56,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-012,Procurement & Supply Chain,45,40,2,3,9,3,1,88.89,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-013,Logistics & Warehouse,45,40,2,3,12,8,2,88.89,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-014,Production & Manufacturing,45,42,2,1,18,11,11,93.33,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-015,Quality Assurance,45,43,1,1,8,5,1,95.56,2026-06-29T18:00:00+05:00,Validated
2026-06-29,DEPARTMENT-016,Research & Development,45,43,1,1,4,7,2,95.56,2026-06-29T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-001,HR,45,44,1,0,8,0,0,97.78,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-002,Finance,45,42,1,2,0,3,1,93.33,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-003,Sales,45,41,2,2,8,7,2,91.11,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-004,Customer Support,45,40,3,2,1,5,1,88.89,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-005,Engineering,45,42,1,2,7,9,3,93.33,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-006,Operations,45,41,1,3,3,6,2,91.11,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-007,IT,45,43,2,0,12,4,1,95.56,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-008,Medical Care,45,44,0,1,12,10,10,97.78,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-009,Training & Development,45,43,2,0,11,2,0,95.56,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-010,Administration & Facilities,45,40,2,3,9,0,0,88.89,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-011,Legal & Compliance,45,41,1,3,9,0,0,91.11,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-012,Procurement & Supply Chain,45,44,1,0,2,3,1,97.78,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-013,Logistics & Warehouse,45,42,0,3,8,8,2,93.33,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-014,Production & Manufacturing,45,42,1,2,6,11,11,93.33,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-015,Quality Assurance,45,40,2,3,10,5,1,88.89,2026-06-30T18:00:00+05:00,Validated
2026-06-30,DEPARTMENT-016,Research & Development,45,43,2,0,4,7,2,95.56,2026-06-30T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-001,HR,45,43,2,0,5,0,0,95.56,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-002,Finance,45,42,2,1,4,3,1,93.33,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-003,Sales,45,41,2,2,5,7,2,91.11,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-004,Customer Support,45,43,1,1,8,5,1,95.56,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-005,Engineering,45,43,2,0,10,9,3,95.56,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-006,Operations,45,41,2,2,11,6,2,91.11,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-007,IT,45,44,1,0,12,4,1,97.78,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-008,Medical Care,45,40,2,3,15,10,10,88.89,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-009,Training & Development,45,45,0,0,5,2,0,100.0,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-010,Administration & Facilities,45,42,1,2,6,0,0,93.33,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-011,Legal & Compliance,45,44,1,0,10,0,0,97.78,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-012,Procurement & Supply Chain,45,44,0,1,4,3,1,97.78,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-013,Logistics & Warehouse,45,43,1,1,13,8,2,95.56,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-014,Production & Manufacturing,45,42,0,3,21,11,11,93.33,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-015,Quality Assurance,45,42,0,3,2,5,1,93.33,2026-07-01T18:00:00+05:00,Validated
2026-07-01,DEPARTMENT-016,Research & Development,45,43,0,2,3,7,2,95.56,2026-07-01T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-001,HR,45,42,3,0,9,0,0,93.33,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-002,Finance,45,42,3,0,4,3,1,93.33,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-003,Sales,45,41,2,2,8,7,2,91.11,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-004,Customer Support,45,41,1,3,1,5,1,91.11,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-005,Engineering,45,43,1,1,10,9,3,95.56,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-006,Operations,45,42,1,2,5,6,2,93.33,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-007,IT,45,42,1,2,4,4,1,93.33,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-008,Medical Care,45,42,1,2,15,10,10,93.33,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-009,Training & Development,45,42,1,2,6,2,0,93.33,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-010,Administration & Facilities,45,40,4,1,14,0,0,88.89,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-011,Legal & Compliance,45,42,2,1,8,0,0,93.33,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-012,Procurement & Supply Chain,45,45,0,0,5,3,1,100.0,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-013,Logistics & Warehouse,45,41,3,1,11,8,2,91.11,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-014,Production & Manufacturing,45,44,1,0,14,11,11,97.78,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-015,Quality Assurance,45,43,1,1,4,5,1,95.56,2026-07-02T18:00:00+05:00,Validated
2026-07-02,DEPARTMENT-016,Research & Development,45,44,0,1,9,7,2,97.78,2026-07-02T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-001,HR,45,42,3,0,3,0,0,93.33,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-002,Finance,45,40,3,2,3,3,1,88.89,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-003,Sales,45,45,0,0,4,7,2,100.0,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-004,Customer Support,45,42,1,2,7,5,1,93.33,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-005,Engineering,45,43,2,0,0,9,3,95.56,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-006,Operations,45,44,1,0,7,6,2,97.78,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-007,IT,45,41,4,0,8,4,1,91.11,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-008,Medical Care,45,43,1,1,12,10,10,95.56,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-009,Training & Development,45,44,1,0,8,2,0,97.78,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-010,Administration & Facilities,45,45,0,0,5,0,0,100.0,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-011,Legal & Compliance,45,41,1,3,6,0,0,91.11,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-012,Procurement & Supply Chain,45,44,1,0,12,3,1,97.78,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-013,Logistics & Warehouse,45,39,2,4,13,8,2,86.67,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-014,Production & Manufacturing,45,40,3,2,15,11,11,88.89,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-015,Quality Assurance,45,41,2,2,14,5,1,91.11,2026-07-03T18:00:00+05:00,Validated
2026-07-03,DEPARTMENT-016,Research & Development,45,41,3,1,7,7,2,91.11,2026-07-03T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-001,HR,45,37,2,6,6,0,0,82.22,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-002,Finance,45,35,3,7,5,3,1,77.78,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-003,Sales,45,40,0,5,16,7,2,88.89,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-004,Customer Support,45,38,3,4,11,5,1,84.44,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-005,Engineering,45,40,0,5,12,9,3,88.89,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-006,Operations,45,37,2,6,4,6,2,82.22,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-007,IT,45,41,0,4,15,4,1,91.11,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-008,Medical Care,45,35,4,6,9,10,10,77.78,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-009,Training & Development,45,42,0,3,3,2,0,93.33,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-010,Administration & Facilities,45,36,1,8,5,0,0,80.0,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-011,Legal & Compliance,45,38,1,6,12,0,0,84.44,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-012,Procurement & Supply Chain,45,41,1,3,4,3,1,91.11,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-013,Logistics & Warehouse,45,38,2,5,20,8,2,84.44,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-014,Production & Manufacturing,45,37,0,8,9,11,11,82.22,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-015,Quality Assurance,45,39,2,4,10,5,1,86.67,2026-07-04T18:00:00+05:00,Validated
2026-07-04,DEPARTMENT-016,Research & Development,45,41,0,4,4,7,2,91.11,2026-07-04T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-001,HR,45,41,1,3,10,0,0,91.11,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-002,Finance,45,38,1,6,4,3,1,84.44,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-003,Sales,45,33,4,8,8,7,2,73.33,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-004,Customer Support,45,40,1,4,14,5,1,88.89,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-005,Engineering,45,41,0,4,4,9,3,91.11,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-006,Operations,45,38,2,5,10,6,2,84.44,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-007,IT,45,39,2,4,5,4,1,86.67,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-008,Medical Care,45,34,2,9,19,10,10,75.56,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-009,Training & Development,45,41,0,4,7,2,0,91.11,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-010,Administration & Facilities,45,39,2,4,11,0,0,86.67,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-011,Legal & Compliance,45,41,2,2,0,0,0,91.11,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-012,Procurement & Supply Chain,45,38,1,6,8,3,1,84.44,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-013,Logistics & Warehouse,45,37,0,8,9,8,2,82.22,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-014,Production & Manufacturing,45,35,3,7,20,11,11,77.78,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-015,Quality Assurance,45,37,1,7,16,5,1,82.22,2026-07-05T18:00:00+05:00,Validated
2026-07-05,DEPARTMENT-016,Research & Development,45,40,0,5,5,7,2,88.89,2026-07-05T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-001,HR,45,43,2,0,4,0,0,95.56,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-002,Finance,45,43,2,0,6,3,1,95.56,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-003,Sales,45,43,2,0,9,7,2,95.56,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-004,Customer Support,45,42,2,1,8,5,1,93.33,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-005,Engineering,45,42,1,2,0,9,3,93.33,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-006,Operations,45,44,1,0,7,6,2,97.78,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-007,IT,45,43,2,0,9,4,1,95.56,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-008,Medical Care,45,38,3,4,13,10,10,84.44,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-009,Training & Development,45,41,2,2,14,2,0,91.11,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-010,Administration & Facilities,45,45,0,0,10,0,0,100.0,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-011,Legal & Compliance,45,42,3,0,5,0,0,93.33,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-012,Procurement & Supply Chain,45,40,2,3,5,3,1,88.89,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-013,Logistics & Warehouse,45,38,3,4,13,8,2,84.44,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-014,Production & Manufacturing,45,40,2,3,12,11,11,88.89,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-015,Quality Assurance,45,42,2,1,9,5,1,93.33,2026-07-06T18:00:00+05:00,Validated
2026-07-06,DEPARTMENT-016,Research & Development,45,43,2,0,8,7,2,95.56,2026-07-06T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-001,HR,45,45,0,0,15,0,0,100.0,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-002,Finance,45,43,0,2,9,3,1,95.56,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-003,Sales,45,41,3,1,3,7,2,91.11,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-004,Customer Support,45,38,2,5,5,5,1,84.44,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-005,Engineering,45,43,2,0,1,9,3,95.56,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-006,Operations,45,41,2,2,9,6,2,91.11,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-007,IT,45,40,3,2,7,4,1,88.89,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-008,Medical Care,45,41,2,2,20,10,10,91.11,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-009,Training & Development,45,39,4,2,0,2,0,86.67,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-010,Administration & Facilities,45,42,3,0,0,0,0,93.33,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-011,Legal & Compliance,45,43,1,1,13,0,0,95.56,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-012,Procurement & Supply Chain,45,43,2,0,11,3,1,95.56,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-013,Logistics & Warehouse,45,42,0,3,16,8,2,93.33,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-014,Production & Manufacturing,45,40,0,5,8,11,11,88.89,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-015,Quality Assurance,45,43,2,0,2,5,1,95.56,2026-07-07T18:00:00+05:00,Validated
2026-07-07,DEPARTMENT-016,Research & Development,45,39,2,4,7,7,2,86.67,2026-07-07T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-001,HR,45,43,2,0,8,0,0,95.56,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-002,Finance,45,38,2,5,14,3,1,84.44,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-003,Sales,45,44,0,1,0,7,2,97.78,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-004,Customer Support,45,41,1,3,10,5,1,91.11,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-005,Engineering,45,39,3,3,4,9,3,86.67,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-006,Operations,45,40,2,3,18,6,2,88.89,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-007,IT,45,42,2,1,0,4,1,93.33,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-008,Medical Care,45,38,3,4,8,10,10,84.44,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-009,Training & Development,45,43,2,0,0,2,0,95.56,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-010,Administration & Facilities,45,42,3,0,12,0,0,93.33,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-011,Legal & Compliance,45,40,4,1,3,0,0,88.89,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-012,Procurement & Supply Chain,45,43,1,1,14,3,1,95.56,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-013,Logistics & Warehouse,45,37,3,5,10,8,2,82.22,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-014,Production & Manufacturing,45,42,2,1,7,11,11,93.33,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-015,Quality Assurance,45,44,0,1,10,5,1,97.78,2026-07-08T18:00:00+05:00,Validated
2026-07-08,DEPARTMENT-016,Research & Development,45,41,4,0,8,7,2,91.11,2026-07-08T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-001,HR,45,42,2,1,4,0,0,93.33,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-002,Finance,45,42,0,3,16,3,1,93.33,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-003,Sales,45,43,0,2,7,7,2,95.56,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-004,Customer Support,45,42,0,3,11,5,1,93.33,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-005,Engineering,45,42,3,0,18,9,3,93.33,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-006,Operations,45,44,1,0,13,6,2,97.78,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-007,IT,45,42,2,1,8,4,1,93.33,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-008,Medical Care,45,40,0,5,8,10,10,88.89,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-009,Training & Development,45,41,1,3,7,2,0,91.11,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-010,Administration & Facilities,45,43,0,2,4,0,0,95.56,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-011,Legal & Compliance,45,44,1,0,6,0,0,97.78,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-012,Procurement & Supply Chain,45,42,2,1,6,3,1,93.33,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-013,Logistics & Warehouse,45,40,2,3,10,8,2,88.89,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-014,Production & Manufacturing,45,40,1,4,15,11,11,88.89,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-015,Quality Assurance,45,42,3,0,8,5,1,93.33,2026-07-09T18:00:00+05:00,Validated
2026-07-09,DEPARTMENT-016,Research & Development,45,42,2,1,9,7,2,93.33,2026-07-09T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-001,HR,45,42,1,2,7,0,0,93.33,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-002,Finance,45,44,0,1,0,3,1,97.78,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-003,Sales,45,45,0,0,7,7,2,100.0,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-004,Customer Support,45,40,0,5,6,5,1,88.89,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-005,Engineering,45,43,2,0,5,9,3,95.56,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-006,Operations,45,42,1,2,7,6,2,93.33,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-007,IT,45,41,3,1,7,4,1,91.11,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-008,Medical Care,45,40,3,2,13,10,10,88.89,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-009,Training & Development,45,44,0,1,2,2,0,97.78,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-010,Administration & Facilities,45,39,4,2,3,0,0,86.67,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-011,Legal & Compliance,45,42,1,2,18,0,0,93.33,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-012,Procurement & Supply Chain,45,43,2,0,3,3,1,95.56,2026-07-10T18:00:00+05:00,Validated
2026-07-10,DEPARTMENT-013,Logistics & Warehouse,45,45,0,0,15,8,2,100.0,2026-07-10T18:00:00+05:00,Validated
