Position_Budget_ID,Fiscal_Year,Position_ID,Position_Title,Department_ID,Department_Name,Cost_Center_ID,Approved_Position,Budgeted_Position,Position_Status,Full_Time_Equivalent_Capacity,Annual_Salary_Budget,Annual_Benefits_Budget,Annual_Employer_Tax_and_Contribution_Budget,Annual_Recruitment_Budget,Annual_Training_Budget,Total_Annual_Position_Cost_Budget,Budget_Start_Date,Budget_End_Date,Budget_Status,Budget_Currency,Data_As_Of_Date
POSITION-BUDGET-0449,2026,POS-439,Administration Intern,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,Yes,Yes,Filled,0.5,186000,37200,14880,0,15000,253080,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0450,2026,POS-440,Administration Intern,DEPARTMENT-010,Administration & Facilities,COST-CENTER-ADM,Yes,Yes,Filled,0.5,186000,37200,14880,0,15000,253080,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0451,2026,EXEC-LGL-HEAD,Head of Legal and Compliance,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,10109000,2021800,808720,0,181962,13121482,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0452,2026,POS-441,Legal and Compliance Manager,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0453,2026,POS-442,Legal and Compliance Manager,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0454,2026,POS-443,Legal and Compliance Manager,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0455,2026,POS-444,Legal and Compliance Manager,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0456,2026,POS-445,Legal and Compliance Manager,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0457,2026,POS-446,Legal and Compliance Manager,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,5443000,1088600,435440,0,97973,7065013,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0458,2026,POS-447,Senior Legal Counsel,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0459,2026,POS-448,Senior Legal Counsel,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0460,2026,POS-449,Senior Legal Counsel,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0461,2026,POS-450,Senior Legal Counsel,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0462,2026,POS-451,Senior Legal Counsel,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0463,2026,POS-452,Senior Legal Counsel,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0464,2026,POS-453,Senior Legal Counsel,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0465,2026,POS-454,Senior Legal Counsel,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,3421000,684200,273680,0,61577,4440457,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0466,2026,POS-455,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0467,2026,POS-456,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0468,2026,POS-457,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0469,2026,POS-458,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0470,2026,POS-459,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0471,2026,POS-460,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0472,2026,POS-461,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0473,2026,POS-462,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0474,2026,POS-463,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0475,2026,POS-464,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0476,2026,POS-465,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0477,2026,POS-466,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0478,2026,POS-467,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0479,2026,POS-468,Compliance Analyst,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,2100000,420000,168000,0,37800,2725800,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0480,2026,POS-469,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0481,2026,POS-470,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0482,2026,POS-471,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0483,2026,POS-472,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0484,2026,POS-473,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0485,2026,POS-474,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0486,2026,POS-475,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0487,2026,POS-476,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0488,2026,POS-477,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0489,2026,POS-478,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0490,2026,POS-479,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,1166000,233200,93280,0,20988,1513468,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0491,2026,POS-480,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,No,No,Filled,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0492,2026,POS-481,Legal Assistant,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,No,No,Filled,1.0,0,0,0,0,0,0,2026-01-01,2026-12-31,Not Funded,PKR,2026-08-01
POSITION-BUDGET-0493,2026,POS-482,Legal Intern,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,544000,108800,43520,0,15000,711320,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0494,2026,POS-483,Legal Intern,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,544000,108800,43520,0,15000,711320,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0495,2026,POS-484,Legal Intern,DEPARTMENT-011,Legal & Compliance,COST-CENTER-LGL,Yes,Yes,Filled,1.0,544000,108800,43520,0,15000,711320,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0496,2026,EXEC-PRC-HEAD,Head of Procurement and Supply Chain,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,8424000,1684800,673920,0,151632,10934352,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0497,2026,POS-485,Procurement Manager,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0498,2026,POS-486,Procurement Manager,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0499,2026,POS-487,Procurement Manager,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0500,2026,POS-488,Procurement Manager,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0501,2026,POS-489,Procurement Manager,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0502,2026,POS-490,Procurement Manager,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,4536000,907200,362880,0,81648,5887728,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0503,2026,POS-491,Senior Procurement Specialist,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0504,2026,POS-492,Senior Procurement Specialist,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0505,2026,POS-493,Senior Procurement Specialist,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0506,2026,POS-494,Senior Procurement Specialist,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0507,2026,POS-495,Senior Procurement Specialist,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0508,2026,POS-496,Senior Procurement Specialist,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0509,2026,POS-497,Senior Procurement Specialist,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0510,2026,POS-498,Senior Procurement Specialist,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,2851000,570200,228080,0,51317,3700597,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0511,2026,POS-499,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0512,2026,POS-500,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0513,2026,POS-501,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0514,2026,POS-502,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0515,2026,POS-503,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0516,2026,POS-504,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0517,2026,POS-505,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0518,2026,POS-506,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0519,2026,POS-507,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0520,2026,POS-508,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0521,2026,POS-509,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0522,2026,POS-510,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0523,2026,POS-511,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0524,2026,POS-512,Procurement Officer,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,1750000,350000,140000,0,31499,2271499,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0525,2026,POS-513,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0526,2026,POS-514,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0527,2026,POS-515,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0528,2026,POS-516,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0529,2026,POS-517,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0530,2026,POS-518,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0531,2026,POS-519,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0532,2026,POS-520,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0533,2026,POS-521,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0534,2026,POS-522,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0535,2026,POS-523,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0536,2026,POS-524,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0537,2026,POS-525,Procurement Assistant,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,972000,194400,77760,0,17496,1261656,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0538,2026,POS-526,Procurement Intern,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,454000,90800,36320,0,15000,596120,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0539,2026,POS-527,Procurement Intern,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,454000,90800,36320,0,15000,596120,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0540,2026,POS-528,Procurement Intern,DEPARTMENT-012,Procurement & Supply Chain,COST-CENTER-PRC,Yes,Yes,Filled,1.0,454000,90800,36320,0,15000,596120,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0541,2026,EXEC-LOG-HEAD,Head of Logistics and Warehouse,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,7413000,1482600,593040,0,133434,9622074,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0542,2026,POS-529,Logistics Manager,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,3992000,798400,319360,0,71856,5181616,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0543,2026,POS-530,Logistics Manager,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,3992000,798400,319360,0,71856,5181616,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0544,2026,POS-531,Logistics Manager,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,3992000,798400,319360,0,71856,5181616,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0545,2026,POS-532,Logistics Manager,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,3992000,798400,319360,0,71856,5181616,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0546,2026,POS-533,Logistics Manager,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,3992000,798400,319360,0,71856,5181616,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0547,2026,POS-534,Logistics Manager,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,3992000,798400,319360,0,71856,5181616,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0548,2026,POS-535,Senior Logistics Officer,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,2509000,501800,200720,0,45162,3256682,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0549,2026,POS-536,Senior Logistics Officer,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,2509000,501800,200720,0,45162,3256682,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0550,2026,POS-537,Senior Logistics Officer,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,2509000,501800,200720,0,45162,3256682,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0551,2026,POS-538,Senior Logistics Officer,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,2509000,501800,200720,0,45162,3256682,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0552,2026,POS-539,Senior Logistics Officer,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,2509000,501800,200720,0,45162,3256682,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0553,2026,POS-540,Senior Logistics Officer,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,2509000,501800,200720,0,45162,3256682,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
POSITION-BUDGET-0554,2026,POS-541,Senior Logistics Officer,DEPARTMENT-013,Logistics & Warehouse,COST-CENTER-LOG,Yes,Yes,Filled,1.0,2509000,501800,200720,0,45162,3256682,2026-01-01,2026-12-31,Approved,PKR,2026-08-01
